time,Average_Memory,Machine_Load,GPU_Usage,CPU_Usage
0,14.54365263,6.265650943,10.94749541,80
0.2833333333,14.54365263,6.265650943,10.94749541,80
0.55,14.54365263,6.265650943,10.94749541,80
0.8333333333,14.54365263,6.265650943,10.94749541,80
1.116666667,14.54365263,6.265650943,10.94749541,80
1.383333333,14.54365263,6.265650943,10.94749541,80
1.666666667,14.54365263,6.265650943,10.94749541,80
1.95,14.54365263,6.265650943,10.94749541,80
2.216666667,14.54365263,6.265650943,10.94749541,80
2.5,14.54365263,6.265650943,10.94749541,80
2.783333333,14.54365263,6.265650943,10.94749541,80
3.05,14.54365263,6.265650943,10.94749541,80
3.333333333,14.54365263,6.265650943,10.94749541,80
3.616666667,14.54365263,6.265650943,10.94749541,80
3.883333333,14.54365263,6.265650943,10.94749541,80
4.166666667,14.54365263,6.265650943,10.94749541,80
4.45,14.54365263,6.265650943,10.94749541,80
4.716666667,14.54365263,6.265650943,10.94749541,80
5,14.54365263,6.265650943,10.94749541,80
5.283333333,14.54365263,6.265650943,10.94749541,80
5.55,14.54365263,6.265650943,10.94749541,80
5.833333333,14.54365263,6.265650943,10.94749541,80
6.116666667,14.54365263,6.265650943,10.94749541,80
6.383333333,14.54365263,6.265650943,10.94749541,80
6.666666667,14.54365263,6.265650943,10.94749541,80
6.95,14.54365263,6.265650943,10.94749541,80
7.216666667,14.54365263,6.265650943,10.94749541,80
7.5,14.54365263,6.265650943,10.94749541,80
7.783333333,14.54365263,6.265650943,10.94749541,80
8.05,14.54365263,6.265650943,10.94749541,80
8.333333333,14.54365263,6.265650943,10.94749541,80
8.616666667,14.54365263,6.265650943,10.94749541,80
8.883333333,14.54365263,6.265650943,10.94749541,80
9.166666667,14.54365263,6.265650943,10.94749541,80
9.45,14.54365263,6.265650943,10.94749541,80
9.716666667,14.54365263,6.265650943,10.94749541,80
10,14.54365263,6.265650943,10.94749541,80
10.28333333,14.54365263,6.265650943,10.94749541,80
10.55,14.54365263,6.265650943,10.94749541,80
10.83333333,14.54365263,6.265650943,10.94749541,80
11.11666667,14.54365263,6.265650943,10.94749541,80
11.38333333,14.54365263,6.265650943,10.94749541,80
11.66666667,14.54365263,6.265650943,10.94749541,80
11.95,14.54365263,6.265650943,10.94749541,80
12.21666667,14.54365263,6.265650943,10.94749541,80
12.5,14.54365263,6.265650943,10.94749541,80
12.78333333,14.54365263,6.265650943,10.94749541,80
13.05,14.54365263,6.265650943,10.94749541,80
13.33333333,14.54365263,6.265650943,10.94749541,80
13.61666667,14.54365263,6.265650943,10.94749541,80
13.88333333,14.54365263,6.265650943,10.94749541,80
14.16666667,14.54365263,6.265650943,10.94749541,80
14.45,14.54365263,6.265650943,10.94749541,80
14.71666667,14.54365263,6.265650943,10.94749541,80
15,14.54365263,6.265650943,10.94749541,80
15.28333333,14.54365263,6.265650943,10.94749541,80
15.55,14.54365263,6.265650943,10.94749541,80
15.83333333,14.54365263,6.265650943,10.94749541,80
16.11666667,14.54365263,6.265650943,10.94749541,80
16.38333333,14.54365263,6.265650943,10.94749541,80
16.66666667,14.54365263,6.265650943,10.94749541,80
16.95,14.54365263,6.265650943,10.94749541,80
17.21666667,14.54365263,6.265650943,10.94749541,80
17.5,14.54365263,6.265650943,10.94749541,80
17.78333333,14.54365263,6.265650943,10.94749541,80
18.05,14.54365263,6.265650943,10.94749541,80
18.33333333,14.54365263,6.265650943,10.94749541,80
18.61666667,14.54365263,6.265650943,10.94749541,80
18.88333333,14.54365263,6.265650943,10.94749541,80
19.16666667,14.54365263,6.265650943,10.94749541,80
19.45,14.54365263,6.265650943,10.94749541,80
19.71666667,14.54365263,6.265650943,10.94749541,80
20,14.54365263,6.265650943,10.94749541,80
20.28333333,14.54365263,6.265650943,10.94749541,80
20.55,14.54365263,6.265650943,10.94749541,80
20.83333333,14.54365263,6.265650943,10.94749541,80
21.11666667,14.54365263,6.265650943,10.94749541,80
21.38333333,14.54365263,6.265650943,10.94749541,80
21.66666667,14.54365263,6.265650943,10.94749541,80
21.95,14.54365263,6.265650943,10.94749541,80
22.21666667,14.54365263,6.265650943,10.94749541,80
22.5,14.54365263,6.265650943,10.94749541,80
22.78333333,14.54365263,6.265650943,10.94749541,80
23.05,14.54365263,6.265650943,10.94749541,80
23.33333333,14.54365263,6.265650943,10.94749541,80
23.61666667,14.54365263,6.265650943,10.94749541,80
23.88333333,14.54365263,6.265650943,10.94749541,80
24.16666667,14.54365263,6.265650943,10.94749541,80
24.45,14.54365263,6.265650943,10.94749541,80
24.71666667,14.54365263,6.265650943,10.94749541,80
25,14.54365263,6.265650943,10.94749541,80
25.28333333,14.54365263,6.265650943,10.94749541,80
25.55,14.54365263,6.265650943,10.94749541,80
25.83333333,14.54365263,6.265650943,10.94749541,80
26.11666667,14.54365263,6.265650943,10.94749541,80
26.38333333,14.54365263,6.265650943,10.94749541,80
26.66666667,14.54365263,6.265650943,10.94749541,80
26.95,14.54365263,6.265650943,10.94749541,80
27.21666667,14.54365263,6.265650943,10.94749541,80
27.5,14.54365263,6.265650943,10.94749541,80
27.78333333,14.54365263,6.265650943,10.94749541,80
28.05,14.54365263,6.265650943,10.94749541,80
28.33333333,14.54365263,6.265650943,10.94749541,80
28.61666667,14.54365263,6.265650943,10.94749541,80
28.88333333,14.54365263,6.265650943,10.94749541,80
29.16666667,14.54365263,6.265650943,10.94749541,80
29.45,14.54365263,6.265650943,10.94749541,80
29.71666667,14.54365263,6.265650943,10.94749541,80
30,14.54365263,6.265650943,10.94749541,80
30.28333333,14.54365263,6.265650943,10.94749541,80
30.55,14.54365263,6.265650943,10.94749541,80
30.83333333,14.54365263,6.265650943,10.94749541,80
31.11666667,14.54365263,6.265650943,10.94749541,80
31.38333333,14.54365263,6.265650943,10.94749541,80
31.66666667,14.54365263,6.265650943,10.94749541,80
31.95,14.54365263,6.265650943,10.94749541,80
32.21666667,14.54365263,6.265650943,10.94749541,80
32.5,14.54365263,6.265650943,10.94749541,80
32.78333333,14.54365263,6.265650943,10.94749541,80
33.05,14.54365263,6.265650943,10.94749541,80
33.33333333,14.54365263,6.265650943,10.94749541,80
33.61666667,14.54365263,6.265650943,10.94749541,80
33.88333333,14.54365263,6.265650943,10.94749541,80
34.16666667,19.57493419,44.94478092,231.2911858,45.89421697
34.45,19.57493419,44.94478092,231.2911858,45.89421697
34.71666667,7.985416162,20.80336736,57.41302765,18.51848374
35,7.732135634,19.5124458,52.98379232,17.97009487
35.28333333,7.732135634,19.5124458,52.98379232,17.97009487
35.55,7.732135634,19.5124458,52.98379232,17.97009487
35.83333333,7.732135634,19.5124458,52.98379232,17.97009487
36.11666667,7.732135634,19.5124458,52.98379232,17.97009487
36.38333333,7.732135634,19.5124458,52.98379232,17.97009487
36.66666667,7.732135634,19.5124458,52.98379232,17.97009487
36.95,7.732135634,19.5124458,52.98379232,17.97009487
37.21666667,7.732135634,19.5124458,52.98379232,17.97009487
37.5,7.732135634,19.5124458,52.98379232,17.97009487
37.78333333,7.732135634,19.5124458,52.98379232,17.97009487
38.05,7.732135634,19.5124458,52.98379232,17.97009487
38.33333333,7.732135634,19.5124458,52.98379232,17.97009487
38.61666667,7.732135634,19.5124458,52.98379232,17.97009487
38.88333333,7.732135634,19.5124458,52.98379232,17.97009487
39.16666667,7.732135634,19.5124458,52.98379232,17.97009487
39.45,7.732135634,19.5124458,52.98379232,17.97009487
39.71666667,7.732135634,19.5124458,52.98379232,17.97009487
40,7.732135634,19.5124458,52.98379232,17.97009487
40.28333333,7.732135634,19.5124458,52.98379232,17.97009487
40.55,7.732135634,19.5124458,52.98379232,17.97009487
40.83333333,7.732135634,19.5124458,52.98379232,17.97009487
41.11666667,7.732135634,19.5124458,52.98379232,17.97009487
41.38333333,7.732135634,19.5124458,52.98379232,17.97009487
41.66666667,7.732135634,19.5124458,52.98379232,17.97009487
41.95,7.732135634,19.5124458,52.98379232,17.97009487
42.21666667,7.732135634,19.5124458,52.98379232,17.97009487
42.5,8.345616128,20.42641754,51.99319717,17.70974138
42.78333333,8.345616128,20.42641754,51.99319717,17.70974138
43.05,8.345616128,20.42641754,51.99319717,17.70974138
43.33333333,8.345616128,20.42641754,51.99319717,17.70974138
43.61666667,8.345616128,20.42641754,51.99319717,17.70974138
43.88333333,8.345616128,20.42641754,51.99319717,17.70974138
44.16666667,8.345616128,20.42641754,51.99319717,17.70974138
44.45,8.345616128,20.42641754,51.99319717,17.70974138
44.71666667,8.345616128,20.42641754,51.99319717,17.70974138
45,8.345616128,20.42641754,51.99319717,17.70974138
45.28333333,8.345616128,20.42641754,51.99319717,17.70974138
45.55,8.345616128,20.42641754,51.99319717,17.70974138
45.83333333,8.345616128,20.42641754,51.99319717,17.70974138
46.11666667,8.345616128,20.42641754,51.99319717,17.70974138
46.38333333,8.345616128,20.42641754,51.99319717,17.70974138
46.66666667,8.345616128,20.42641754,51.99319717,17.70974138
46.95,8.345616128,20.42641754,51.99319717,17.70974138
47.21666667,8.345616128,20.42641754,51.99319717,17.70974138
47.5,8.345616128,20.42641754,51.99319717,17.70974138
47.78333333,8.345616128,20.42641754,51.99319717,17.70974138
48.05,8.345616128,20.42641754,51.99319717,17.70974138
48.33333333,8.345616128,20.42641754,51.99319717,17.70974138
48.61666667,8.345616128,20.42641754,51.99319717,17.70974138
48.88333333,8.345616128,20.42641754,51.99319717,17.70974138
49.16666667,8.345616128,20.42641754,51.99319717,17.70974138
49.45,8.345616128,20.42641754,51.99319717,17.70974138
49.71666667,8.345616128,20.42641754,51.99319717,17.70974138
50,8.345616128,20.42641754,51.99319717,17.70974138
50.28333333,8.345616128,20.42641754,51.99319717,17.70974138
50.55,8.345616128,20.42641754,51.99319717,17.70974138
50.83333333,8.345616128,20.42641754,51.99319717,17.70974138
51.11666667,8.345616128,20.42641754,51.99319717,17.70974138
51.38333333,8.345616128,20.42641754,51.99319717,17.70974138
51.66666667,8.345616128,20.42641754,51.99319717,17.70974138
51.95,8.345616128,20.42641754,51.99319717,17.70974138
52.21666667,8.345616128,20.42641754,51.99319717,17.70974138
52.5,8.345616128,20.42641754,51.99319717,17.70974138
52.78333333,8.345616128,20.42641754,51.99319717,17.70974138
53.05,8.345616128,20.42641754,51.99319717,17.70974138
53.33333333,8.345616128,20.42641754,51.99319717,17.70974138
53.61666667,8.175470677,20.19010736,49.6772956,18.15828682
53.88333333,8.175470677,20.19010736,49.6772956,18.15828682
54.16666667,8.175470677,20.19010736,49.6772956,18.15828682
54.45,8.175470677,20.19010736,49.6772956,18.15828682
54.71666667,8.175470677,20.19010736,49.6772956,18.15828682
55,8.175470677,20.19010736,49.6772956,18.15828682
55.28333333,8.175470677,20.19010736,49.6772956,18.15828682
55.55,8.175470677,20.19010736,49.6772956,18.15828682
55.83333333,8.175470677,20.19010736,49.6772956,18.15828682
56.11666667,8.175470677,20.19010736,49.6772956,18.15828682
56.38333333,8.175470677,20.19010736,49.6772956,18.15828682
56.66666667,8.175470677,20.19010736,49.6772956,18.15828682
56.95,8.175470677,20.19010736,49.6772956,18.15828682
57.21666667,8.16228191,24.50728669,53.62816219,17.61198958
57.5,9.72459668,31.15570209,64.13657955,16.63477228
57.78333333,9.64316462,33.53922076,65.88209505,16.51738193
58.05,9.64316462,33.53922076,65.88209505,16.51738193
58.33333333,9.64316462,33.53922076,65.88209505,16.51738193
58.61666667,9.598014459,32.02479857,62.79982469,17.12174499
58.88333333,9.596933282,30.99454394,60.3113628,16.77026475
59.16666667,9.596933282,30.99454394,60.3113628,16.77026475
59.45,9.596933282,30.99454394,60.3113628,16.77026475
59.71666667,9.596933282,30.99454394,60.3113628,16.77026475
60,9.596933282,30.99454394,60.3113628,16.77026475
60.28333333,9.596933282,30.99454394,60.3113628,16.77026475
60.55,9.596933282,30.99454394,60.3113628,16.77026475
60.83333333,9.596933282,30.99454394,60.3113628,16.77026475
61.11666667,9.596933282,30.99454394,60.3113628,16.77026475
61.38333333,9.596933282,30.99454394,60.3113628,16.77026475
61.66666667,9.596933282,30.99454394,60.3113628,16.77026475
61.95,9.596933282,30.99454394,60.3113628,16.77026475
62.21666667,9.596933282,30.99454394,60.3113628,16.77026475
62.5,9.596933282,30.99454394,60.3113628,16.77026475
62.78333333,9.596933282,30.99454394,60.3113628,16.77026475
63.05,9.596933282,30.99454394,60.3113628,16.77026475
63.33333333,9.596933282,30.99454394,60.3113628,16.77026475
63.61666667,9.596933282,30.99454394,60.3113628,16.77026475
63.88333333,9.596933282,30.99454394,60.3113628,16.77026475
64.16666667,9.596933282,30.99454394,60.3113628,16.77026475
64.45,9.596933282,30.99454394,60.3113628,16.77026475
64.71666667,9.596933282,30.99454394,60.3113628,16.77026475
65,9.596933282,30.99454394,60.3113628,16.77026475
65.28333333,9.596933282,30.99454394,60.3113628,16.77026475
65.55,9.596933282,30.99454394,60.3113628,16.77026475
65.83333333,9.596933282,30.99454394,60.3113628,16.77026475
66.11666667,9.596933282,30.99454394,60.3113628,16.77026475
66.38333333,9.596933282,30.99454394,60.3113628,16.77026475
66.66666667,9.596933282,30.99454394,60.3113628,16.77026475
66.95,9.487244802,33.54011244,62.60598784,16.5946193
67.21666667,9.487244802,33.54011244,62.60598784,16.5946193
67.5,10.02424578,32.42115996,60.85503461,20.497814
67.78333333,10.02424578,32.42115996,60.85503461,20.497814
68.05,10.02424578,32.42115996,60.85503461,20.497814
68.33333333,9.798656359,31.06855635,58.28397599,20.17420224
68.61666667,9.798656359,31.06855635,58.28397599,20.17420224
68.88333333,9.798656359,31.06855635,58.28397599,20.17420224
69.16666667,9.798656359,31.06855635,58.28397599,20.17420224
69.45,9.798656359,31.06855635,58.28397599,20.17420224
69.71666667,9.798656359,31.06855635,58.28397599,20.17420224
70,9.798656359,31.06855635,58.28397599,20.17420224
70.28333333,9.798656359,31.06855635,58.28397599,20.17420224
70.55,9.798656359,31.06855635,58.28397599,20.17420224
70.83333333,9.798656359,31.06855635,58.28397599,20.17420224
71.11666667,9.798656359,31.06855635,58.28397599,20.17420224
71.38333333,9.798656359,31.06855635,58.28397599,20.17420224
71.66666667,9.98198723,30.00132926,56.24279802,23.01951577
71.95,9.98198723,30.00132926,56.24279802,23.01951577
72.21666667,9.98198723,30.00132926,56.24279802,23.01951577
72.5,10.1258239,29.61577498,54.94088618,23.36242155
72.78333333,10.1258239,29.61577498,54.94088618,23.36242155
73.05,10.2608832,29.63518196,54.25685903,23.03603204
73.33333333,10.2608832,29.63518196,54.25685903,23.03603204
73.61666667,10.2608832,29.63518196,54.25685903,23.03603204
73.88333333,9.285163779,25.6610934,48.01989918,23.1537845
74.16666667,9.285163779,25.6610934,48.01989918,23.1537845
74.45,9.285163779,25.6610934,48.01989918,23.1537845
74.71666667,9.330655654,24.74215785,45.97719534,22.74379999
75,9.330655654,24.74215785,45.97719534,22.74379999
75.28333333,9.444881423,24.42382433,45.23925104,22.73343183
75.55,9.444881423,24.42382433,45.23925104,22.73343183
75.83333333,9.652746499,24.12216967,44.50087422,23.8848433
76.11666667,9.652746499,24.12216967,44.50087422,23.8848433
76.38333333,9.652746499,24.12216967,44.50087422,23.8848433
76.66666667,9.528603525,23.48442167,43.30689522,24.15035632
76.95,9.528603525,23.48442167,43.30689522,24.15035632
77.21666667,9.528603525,23.48442167,43.30689522,24.15035632
77.5,9.528603525,23.48442167,43.30689522,24.15035632
77.78333333,9.528603525,23.48442167,43.30689522,24.15035632
78.05,9.341638409,22.77070756,41.04885947,22.8970411
78.33333333,9.341638409,22.77070756,41.04885947,22.8970411
78.61666667,9.341638409,22.77070756,41.04885947,22.8970411
78.88333333,9.341638409,22.77070756,41.04885947,22.8970411
79.16666667,9.341638409,22.77070756,41.04885947,22.8970411
79.45,12.71629154,24.31790852,40.65144456,21.83656325
79.71666667,12.95875049,24.2091374,40.97496027,21.69642984
80,12.95875049,24.2091374,40.97496027,21.69642984
80.28333333,12.95875049,24.2091374,40.97496027,21.69642984
80.55,12.95875049,24.2091374,40.97496027,21.69642984
80.83333333,12.95875049,24.2091374,40.97496027,21.69642984
81.11666667,12.95875049,24.2091374,40.97496027,21.69642984
81.38333333,11.318831,22.31366444,44.32116565,18.88758064
81.66666667,11.318831,22.31366444,44.32116565,18.88758064
81.95,11.318831,22.31366444,44.32116565,18.88758064
82.21666667,11.60446308,22.06920566,43.71926387,18.90754059
82.5,11.55437227,21.96691869,43.45887739,18.87804972
82.78333333,11.55437227,21.96691869,43.45887739,18.87804972
83.05,11.55437227,21.96691869,43.45887739,18.87804972
83.33333333,11.55437227,21.96691869,43.45887739,18.87804972
83.61666667,11.55437227,21.96691869,43.45887739,18.87804972
83.88333333,11.55437227,21.96691869,43.45887739,18.87804972
84.16666667,11.55437227,21.96691869,43.45887739,18.87804972
84.45,11.55437227,21.96691869,43.45887739,18.87804972
84.71666667,11.55437227,21.96691869,43.45887739,18.87804972
85,11.55437227,21.96691869,43.45887739,18.87804972
85.28333333,11.55437227,21.96691869,43.45887739,18.87804972
85.55,11.55437227,21.96691869,43.45887739,18.87804972
85.83333333,11.55437227,21.96691869,43.45887739,18.87804972
86.11666667,11.51236893,21.90024221,43.23959107,18.83740954
86.38333333,11.51236893,21.90024221,43.23959107,18.83740954
86.66666667,11.51236893,21.90024221,43.23959107,18.83740954
86.95,11.51236893,21.90024221,43.23959107,18.83740954
87.21666667,11.51236893,21.90024221,43.23959107,18.83740954
87.5,11.47689938,21.7864282,42.9773094,18.83661388
87.78333333,11.47689938,21.7864282,42.9773094,18.83661388
88.05,11.47689938,21.7864282,42.9773094,18.83661388
88.33333333,10.52084363,18.62775306,34.81581212,17.25483453
88.61666667,10.52084363,18.62775306,34.81581212,17.25483453
88.88333333,10.76502522,19.59892195,39.96303274,17.07464293
89.16666667,10.50587725,19.0886628,37.40335683,17.61483593
89.45,10.55836585,19.34751683,39.01893744,17.55200236
89.71666667,10.55836585,19.34751683,39.01893744,17.55200236
90,10.55836585,19.34751683,39.01893744,17.55200236
90.28333333,10.58608184,19.58413356,39.34381777,17.535927
90.55,10.69351802,19.57866152,39.09412706,17.3108641
90.83333333,10.69023526,19.53196506,38.91687411,17.43098509
91.11666667,10.69023526,19.53196506,38.91687411,17.43098509
91.38333333,10.69873465,19.45510818,38.75585731,17.40504287
91.66666667,10.69782702,19.47588777,38.59720245,17.45014371
91.95,10.78213118,19.91308889,38.6766212,17.44179953
92.21666667,10.87353702,20.51168477,46.38234227,17.52149636
92.5,11.45779703,22.19918246,51.01316558,17.47347455
92.78333333,12.21400051,24.15809936,51.24465524,16.93463767
93.05,11.93824321,22.61806401,46.00482021,15.38088022
93.33333333,11.9410256,22.63343837,44.55570971,15
93.61666667,12.12490546,22.38606809,44.189724,15.14769318
93.88333333,12.34085013,22.60656124,46.38931377,15.19580485
94.16666667,12.46868242,22.92206548,47.23890944,15.09986959
94.45,13.10764852,23.84282522,51.20448351,15.65383165
94.71666667,13.09304102,24.46864747,52.39403948,15.89205149
95,13.39876277,25.95354214,53.4775222,16.32860979
95.28333333,13.06244585,28.19093721,55.60967743,15.8286978
95.55,13.0437017,27.9711925,55.86458274,16.148798
95.83333333,13.21895158,27.96962167,55.3661184,15.68152885
96.11666667,12.93674475,27.50241089,54.39295555,15.96852205
96.38333333,12.13018807,26.20357366,56.35279935,16.07840336
96.66666667,11.85080842,25.63395429,50.66222984,16.01745919
96.95,11.94044139,24.84651478,53.45123105,16.15915318
97.21666667,12.01317133,25.35231945,61.33239733,17.18558784
97.5,11.38338683,24.84617681,58.35877781,17.45385727
97.78333333,11.42165554,25.53692152,73.33334691,17.09904022
98.05,11.29441216,26.33295081,68.39077389,17.12798681
98.33333333,10.93859537,24.18144244,50.89188141,17.70894852
98.61666667,10.79199739,23.79110359,49.62400715,17.34404754
98.88333333,10.73347441,23.86550619,49.65168065,17.87469642
99.16666667,10.43061084,24.86217581,56.71835155,17.10221713
99.45,10.65135583,24.4320428,52.1628424,16.93322452
99.71666667,10.63051208,24.02314936,49.61717087,17.54694095
100,10.46941283,24.21170966,51.51617844,16.96860755
100.2833333,10.05730472,24.94387301,48.72129057,16.79838786
100.55,9.872778246,24.59946314,45.48087036,16.6702748
100.8333333,9.822021343,24.48465309,49.73434278,16.3760201
101.1166667,9.592180622,22.31124173,44.80200271,16.44798074
101.3833333,9.866352327,23.04162129,48.01510237,16.69593855
101.6666667,9.619248415,23.72468266,50.23378944,17.0016706
101.95,9.97176574,24.30744113,50.72470078,17.5339998
102.2166667,9.527353451,23.64172942,51.51699536,17.42477161
102.5,9.256970415,23.11215259,45.8816446,17.49821685
102.7833333,9.153395457,22.57356415,44.28127551,17.34722246
103.05,9.539642612,23.01440559,46.20050691,17.23607067
103.3333333,9.332534345,22.85128614,46.42878079,17.25658273
103.6166667,9.057188506,23.25272037,48.91373531,17.18283079
103.8833333,9.375288065,23.34060636,51.44345296,17.49563657
104.1666667,9.245876742,23.229776,46.30543029,17.41576567
104.45,9.281763062,23.8214946,49.87191491,17.67301662
104.7166667,9.198345402,24.06467809,50.70811475,17.65359757
105,9.229292031,25.63619117,56.68254537,18.11409085
105.2833333,9.601019685,25.99267783,59.0428273,19.02900646
105.55,9.833377338,26.00476985,58.54187849,19.32680408
105.8333333,9.882083507,26.84912002,56.57256862,18.65543028
106.1166667,9.785381383,28.38950056,61.19168077,19.08639491
106.3833333,9.825201233,26.98118965,57.26289632,19.10095026
106.6666667,10.02269873,25.88678514,58.12182344,19.33419171
106.95,9.860015885,27.40964249,58.3492165,18.90332444
107.2166667,9.903076291,26.35605166,58.87209276,19.33669775
107.5,9.788644729,26.53664743,61.88881237,19.16298876
107.7833333,9.616175064,29.04002966,69.72717794,19.3040351
108.05,9.643042974,29.27511863,66.97683373,19.65308965
108.3333333,9.666945984,27.11938493,61.8076915,19.58178833
108.6166667,9.608430657,27.21669641,61.95000338,19.34616521
108.8833333,9.61656095,28.15238897,62.89983235,19.21487108
109.1666667,9.945292264,27.86173783,64.69173053,19.41736328
109.45,10.14799703,24.99910817,64.73614858,19.65848283
109.7166667,10.0001305,23.80702482,65.40953541,20.0887887
110,10.02435528,23.52499629,69.41121353,20.47162117
110.2833333,10.11913041,24.49575842,72.52632308,20.1135489
110.55,10.21207194,25.18316561,71.1973884,20.20585128
110.8333333,10.43458575,24.66285263,62.25209801,20.22827408
111.1166667,10.03103085,22.25087396,51.8221391,17.76948826
111.3833333,10.4271246,26.47335247,63.64396372,19.36604445
111.6666667,10.24139962,26.21414606,65.3113972,19.95872232
111.95,10.14276751,27.00768318,69.96253406,20.24133374
112.2166667,9.980277455,26.60927854,63.0541321,20.39275637
112.5,10.09035972,26.34647559,64.58440356,20.4889165
112.7833333,10.0206203,26.64262237,65.22845705,20.28019869
113.05,9.800333967,26.64059207,69.627468,20.15445144
113.3333333,9.769239665,25.34757863,63.17387801,19.9510675
113.6166667,9.769400106,25.7202069,62.61946019,19.59452741
113.8833333,10.11537219,24.51565236,60.62243599,19.85261943
114.1666667,10.19097186,24.73398375,58.5252445,19.65511463
114.45,10.03264726,25.3178323,61.43360448,19.69910115
114.7166667,9.622603805,25.63405535,57.61570226,19.04233609
115,9.534388762,25.00534898,55.84764112,18.75880942
115.2833333,9.50636132,23.66169103,56.27860615,19.25120291
115.55,9.790899699,23.58188909,58.99857548,19.57189611
115.8333333,9.366962452,24.35034424,58.20517329,19.29000293
116.1166667,9.096027089,24.43641626,54.04647487,18.76428048
116.3833333,9.066709714,24.95672054,55.94615384,18.4779656
116.6666667,9.02333612,24.10278208,54.42587583,18.61368985
116.95,8.675699026,23.95972934,52.19011399,17.79869624
117.2166667,8.409173152,24.22409505,51.72762433,17.20659738
117.5,8.422014079,23.94301062,51.36437347,17.89863
117.7833333,8.233418086,22.19242574,44.99912302,17.37518208
118.05,8.423349813,23.27091276,51.22753112,17.94820207
118.3333333,8.825901194,23.21447234,53.11547175,18.58560914
118.6166667,9.023126962,22.16293907,51.76247666,18.52205746
118.8833333,8.825503464,21.85560675,51.89194672,18.56835963
119.1666667,8.882872082,22.22357358,51.34888595,18.67233679
119.45,8.865937314,22.58262612,52.90313795,18.9001461
119.7166667,8.931764281,22.0820253,55.00482072,19.31779198
120,8.759490358,21.51933807,49.76173114,18.48924404